Gender,Category,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Feature_1,Feature_2,Feature_3,Material_2,Material_3,Material_4,Feature_4,Feature_5,Feature_6,Material_5,Feature_7
men,Pants,2019-09-01,23,Nike Men's Slim Flex 5 Pocket Golf Pants,nike,48.97,https://www.dickssportinggoods.com/p/nike-mens-slim-flex-5-pocket-golf-pants-18nikmflxpntslm5papb/18nikmflxpntslm5papb,Polyester Blended,舒適伸展,,,Spandex <= 10%,Cotton Blended,all/any Spandex,,,,,
men,Pants,2019-09-01,24,Under Armour Men's WG Woven Pants,under_armour,79.99,https://www.dickssportinggoods.com/p/under-armour-mens-wg-woven-pants-17uarmwgwvnpntxxxapb/17uarmwgwvnpntxxxapb,,梭織彈性,涼爽透氣,結構性透氣,,,,四面彈,撥水,單向導溼快乾,,
men,"Compression wear,Leggings & Tights",2019-09-01,25,Reebok Men's 3/4 Compression Tights,reebok,20.99,https://www.dickssportinggoods.com/p/reebok-mens-3-4-compression-tights-16rbkm34cmprssntgapba/16rbkm34cmprssntgapba,Spandex 11~20%,結構性透氣,提升運動效能設計,舒適伸展,all/any Spandex,Polyester Blended,,單向導溼快乾,,,,
men,Pants,2019-09-01,26,"
Under Armour Men's Project Rock French Terry Jogger Pants
",,60,https://www.dickssportinggoods.com/p/under-armour-mens-project-rock-french-terry-jogger-pants-19uarmprjctrcktrrapb/19uarmprjctrcktrrapb,Polyester Blended,保暖禦寒,四面彈,,Cotton Blended,,,,,,,
men,Pants,2019-09-01,27,"
adidas Men's Ultimate365 Classic Golf Pants
",,60.00,https://www.dickssportinggoods.com/p/adidas-mens-ultimate365-classic-golf-pants-18adiwltclsscpntfapb/18adiwltclsscpntfapb,Polyamide(Nylon) Blended,抗紫外線,防水,單向導溼快乾,all/any Spandex,Polyester Blended,Spandex 11~20%,,,,,
men,Pants,2019-09-01,28,adidas Men's Response Astro Pants,adidas,34.98,https://www.dickssportinggoods.com/p/adidas-mens-response-astro-pants-18adimrspnsstrpntarb/18adimrspnsstrpntarb,Polyester Blended,反光功能,蒸發性涼感,,,,,,,,,
men,Pants,2019-09-01,29,Nike Men's Sportswear Cargo Pants,nike,63.75,https://www.dickssportinggoods.com/p/nike-mens-sportswear-cargo-pants-19nikmmnswmpntcrgapb/19nikmmnswmpntcrgapb,all/any Spandex,,,,Polyamide(Nylon) Blended,Spandex <= 10%,Cotton Blended,,,,,
men,Pants,2019-09-01,30,"
Walter Hagen Men's Golf Rain Pants
",,70,https://www.dickssportinggoods.com/p/walter-hagen-mens-golf-rain-pants-19whgmrnpntxxxxxxapo/19whgmrnpntxxxxxxapo,all/any Spandex,防水,,,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-01,31,Nike Men's Pro Pants,nike,70,https://www.dickssportinggoods.com/p/nike-mens-pro-pants-19nikmmnkpntnpcxxnfb/19nikmmnkpntnpcxxnfb,Polyester Blended,單向導溼快乾,蒸發性涼感,,all/any Spandex,Spandex <= 10%,,,,,,
men,Pants,2019-09-01,32,Nike Men's Dri-FIT Training Pants,nike,31.97,https://www.dickssportinggoods.com/p/nike-mens-dri-fit-training-pants-18nikmmnkdfcpntxxnfb/18nikmmnkdfcpntxxnfb,Polyester Blended,單向導溼快乾,,,Cotton Blended,,,,,,,
men,Pants,2019-09-01,33,Nike Men's Dry Regular Fleece Pants,nike,46.99,https://www.dickssportinggoods.com/p/nike-mens-dry-regular-fleece-pants-17nikmmnkdrypntrgnfb/17nikmmnkdrypntrgnfb,100% Polyester,舒適伸展,刷毛布,,,,,,,,,
men,Pants,2019-09-01,34,"
Reebok Men's Heather Mesh Training Pants
",,12.97,https://www.dickssportinggoods.com/p/reebok-mens-heather-mesh-training-pants-18rbkmhthrmshtrnnapb/18rbkmhthrmshtrnnapb,100% Polyester,結構性透氣,,,,,,,,,,
men,Pants,2019-09-01,35,adidas Men's Sport 2 Street Pants,adidas,45.00,https://www.dickssportinggoods.com/p/adidas-mens-sport-2-street-pants-19adims2stprdpnt1atb/19adims2stprdpnt1atb,Cotton Blended,,,,Polyester Blended,,,,,,,
men,Pants,2019-09-01,36,"
Nike Men's Basketball Pants
",,24.97,https://www.dickssportinggoods.com/p/nike-mens-basketball-pants-17nikmmnkdrypntrvapb/17nikmmnkdrypntrvapb,100% Polyester,,,,,,,,,,,
men,Pants,2019-09-01,37,Alpine Design Men's Trailhead Tech Pants,design,44.97,https://www.dickssportinggoods.com/p/alpine-design-mens-trailhead-tech-pants-18aq3mlpndsgnmtrlapb/18aq3mlpndsgnmtrlapb,all/any Spandex,舒適伸展,人體工學舒適設計,撥水,Polyamide(Nylon) Blended,Polyester Blended,Spandex <= 10%,環保訴求,,,,
men,Pants,2019-09-01,38,Under Armour Men's Unstoppable Woven Pants,under_armour,80,https://www.dickssportinggoods.com/p/under-armour-mens-unstoppable-woven-pants-19uarmnstppblwvnpapb/19uarmnstppblwvnpapb,Polyester Blended,撥水,梭織彈性,涼爽透氣,all/any Spandex,Spandex <= 10%,,四面彈,單向導溼快乾,,,
men,Pants,2019-09-01,39,Under Armour Men's Armour Fleece Pants,under_armour,46.99,https://www.dickssportinggoods.com/p/under-armour-mens-armour-fleece-pants-18uarmfpntxxxxxxxapb/18uarmfpntxxxxxxxapb,100% Polyester,保暖禦寒,涼爽透氣,刷毛布,,,,,,,,
men,Leggings & Tights,2019-09-01,40,Under Armour Men's HeatGear Armour 2.0 Leggings,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-heatgear-armour-2-0-leggings-16uarmhgrmr20lggnapb/16uarmhgrmr20lggnapb,,提升運動效能設計,抗菌功能,涼爽透氣,,,,結構性透氣,四面彈,單向導溼快乾,,
men,Pants,2019-09-01,41,Walter Hagen Men's 11 Majors Core Golf Pants – Big & Tall,hagen,90.00,https://www.dickssportinggoods.com/p/walter-hagen-mens-11-majors-core-golf-pants-big-tall-19whgmbtprfct11pnapb/19whgmbtprfct11pnapb,100% Polyester,抗紫外線,單向導溼快乾,,,,,,,,,
men,Pants,2019-09-01,42,Carhartt Men's Rugged Flex Rigby Dungaree Pants,carhartt,44.99,https://www.dickssportinggoods.com/p/carhartt-mens-rugged-flex-rigby-dungaree-pants-17cttmrggdflxrgbyapba/17cttmrggdflxrgbyapba,Cotton Blended,,,,Spandex <= 10%,all/any Spandex,,,,,,
men,"Compression wear,Leggings & Tights",2019-09-01,43,"
Reebok Men's Compression Tights
",,12.97,https://www.dickssportinggoods.com/p/reebok-mens-compression-tights-17rbkmcmprssntghtapb/17rbkmcmprssntghtapb,all/any Spandex,結構性透氣,提升運動效能設計,涼爽透氣,Polyester Blended,Spandex 11~20%,,單向導溼快乾,,,,
men,Pants,2019-09-01,44,"
The North Face Men's Horizon 2.0 Convertible Pants
",,42.97,https://www.dickssportinggoods.com/p/the-north-face-mens-horizon-2-0-convertible-pants-17tnommhrzncnvrtbapb/17tnommhrzncnvrtbapb,Polyamide(Nylon) Blended,涼爽透氣,單向導溼快乾,抗紫外線,,,,,,,,
men,Pants,2019-09-01,45,adidas Men's Post Game 7/8 Jogger Pants,adidas,33.75,https://www.dickssportinggoods.com/p/adidas-mens-post-game-7-8-jogger-pants-19adimpstgmjggrxxafb/19adimpstgmjggrxxafb,Polyester Blended,保暖禦寒,刷毛布,,Cotton Blended,,,,,,,
men,Pants,2019-09-01,46,adidas Men's Adicross Slim 5 Pocket Golf Pants,adidas,67.50,https://www.dickssportinggoods.com/p/adidas-mens-adicross-slim-5-pocket-golf-pants-17adimcslm5pcktpnapb/17adimcslm5pcktpnapb,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-08,1,"
adidas Men's Tiro 19 Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-training-pants-18adimtr19pntxxxxasb/18adimtr19pntxxxxasb,100% Polyester,涼爽透氣,蒸發性涼感,結構性透氣,,,,,,,,
men,Pants,2019-09-08,2,"
Nike Men's Sportswear Club Jersey Joggers
",,40,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-jersey-joggers-19nikmmnswclbjggrapb/19nikmmnswclbjggrapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-09-08,3,"
Nike Men's Sportswear Club Fleece Sweatpants
",,45,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-fleece-sweatpants-19nikmmnswclbpnthnfb/19nikmmnswclbpnthnfb,,刷毛布,,,,,,,,,,
men,Pants,2019-09-08,4,Nike Men's Flat Front Flex Golf Pants,nike,60.00,https://www.dickssportinggoods.com/p/nike-mens-flat-front-flex-golf-pants-18nikmfltfrntpntsapb/18nikmfltfrntpntsapb,all/any Spandex,涼爽透氣,單向導溼快乾,結構性透氣,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-08,5,"
Nike Men's Jersey Lightweight Joggers
",,34.99,https://www.dickssportinggoods.com/p/nike-mens-jersey-lightweight-joggers-16nikmnswjggrjrsyapb/16nikmnswjggrjrsyapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-09-08,6,Walter Hagen Men's 11 Majors Core Golf Pants,walter_hagen,49.98,https://www.dickssportinggoods.com/p/walter-hagen-mens-11-majors-core-golf-pants-18whgmhgnpntxxxxxapb/18whgmhgnpntxxxxxapb,100% Polyester,涼爽透氣,單向導溼快乾,抗紫外線,,,,,,,,
men,Pants,2019-09-08,7,"
Nike Men's Sportswear Club Fleece Joggers
",,55,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-fleece-joggers-19nikmmnswclbjggrnfb/19nikmmnswclbjggrnfb,Polyester Blended,刷毛布,保暖禦寒,,,,,,,,,
men,Leggings & Tights,2019-09-08,8,"
Nike Men's Pro 3/4 Length Tights
",,25.97,https://www.dickssportinggoods.com/p/nike-mens-pro-3-4-length-tights-17nikmnp3qttghtxxapb/17nikmnp3qttghtxxapb,all/any Spandex,四面彈,提升運動效能設計,舒適伸展,Polyester Blended,Spandex <= 10%,,舒適平滑縫合,單向導溼快乾,,,
men,Pants,2019-09-08,9,"
adidas Men's Tiro 19 Taped Training Pants
",,50,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-taped-training-pants-19adimtr19tppntxxasb/19adimtr19tppntxxasb,,結構性透氣,蒸發性涼感,涼爽透氣,,,,,,,,
men,Pants,2019-09-08,10,Under Armour Men's Showdown Straight Golf Pants,under_armour,60.00,https://www.dickssportinggoods.com/p/under-armour-mens-showdown-straight-golf-pants-17uarmshwdwnstghtapb/17uarmshwdwnstghtapb,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,Polyester Blended,Spandex <= 10%,,,,,
men,Pants,2019-09-08,11,Under Armour Men's Sportstyle Joggers,under_armour,59.99,https://www.dickssportinggoods.com/p/under-armour-mens-sportstyle-joggers-16uarmsprtstyljggapba/16uarmsprtstyljggapba,,保暖禦寒,單向導溼快乾,,,,,,,,,
men,Pants,2019-09-08,12,Under Armour Men's Vital Warm-Up Pants,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-vital-warm-up-pants-16uarmvtlwrmppntxapb/16uarmvtlwrmppntxapb,100% Polyester,涼爽透氣,單向導溼快乾,結構性透氣,,,,,,,,
men,Pants,2019-09-08,13,"
Nike Men's Dry Woven Team Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/nike-mens-dry-woven-team-training-pants-18nikmmnkdrypnttmapb/18nikmmnkdrypnttmapb,100% Polyester,單向導溼快乾,,,,,,,,,,
men,Leggings & Tights,2019-09-08,14,Nike Men's Pro Tights,nike,31.99,https://www.dickssportinggoods.com/p/nike-mens-pro-tights-17nikmnptghtxxxxxapb/17nikmnptghtxxxxxapb,Polyester Blended,舒適伸展,單向導溼快乾,舒適平滑縫合,Spandex <= 10%,all/any Spandex,,四面彈,提升運動效能設計,,,
men,Pants,2019-09-08,15,Nike Men's Dry Academy Pants,nike,33.75,https://www.dickssportinggoods.com/p/nike-mens-dry-academy-pants-18nikmmnkdrycdmypnsba/18nikmmnkdrycdmypnsba,Recycled Polyester / PET,環保訴求,單向導溼快乾,,Recycled Polyester & Blended,,,,,,,
men,Pants,2019-09-08,16,adidas Men's Tiro 19 Camo Training Pants,adidas,35.97,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-camo-training-pants-19adimtr19pcmpntxasb/19adimtr19pcmpntxasb,100% Polyester,結構性透氣,涼爽透氣,蒸發性涼感,,,,,,,,
men,Pants,2019-09-08,17,Slazenger Men's Core Golf Pants,slazenger,24.00,https://www.dickssportinggoods.com/p/slazenger-mens-core-golf-pants-18slamcrpntxxxxxxapb/18slamcrpntxxxxxxapb,Polyester Blended,單向導溼快乾,,,Spandex <= 10%,all/any Spandex,,,,,,
men,Pants,2019-09-08,18,"
Columbia Men's Flex Roc Pants
",,24.97,https://www.dickssportinggoods.com/p/columbia-mens-flex-roc-pants-17cmbmmflxrcpntrgapb/17cmbmmflxrcpntrgapb,all/any Spandex,,,,Spandex <= 10%,Cotton Blended,,,,,,
men,Pants,2019-09-08,19,"
Under Armour Men's Project Rock French Terry Jogger Pants
",,60,https://www.dickssportinggoods.com/p/under-armour-mens-project-rock-french-terry-jogger-pants-19uarmprjctrcktrrapb/19uarmprjctrcktrrapb,Polyester Blended,保暖禦寒,四面彈,,Cotton Blended,,,,,,,
men,Pants,2019-09-08,20,Reebok Men's Woven Pants,reebok,29.99,https://www.dickssportinggoods.com/p/reebok-mens-woven-pants-17rbkmppwvnpntxxxapb/17rbkmppwvnpntxxxapb,100% Polyester,單向導溼快乾,,,,,,,,,,
men,Pants,2019-09-08,21,Nike Men's Sportswear Cargo Pants,nike,63.75,https://www.dickssportinggoods.com/p/nike-mens-sportswear-cargo-pants-19nikmmnswmpntcrgapb/19nikmmnswmpntcrgapb,all/any Spandex,,,,Polyamide(Nylon) Blended,Spandex <= 10%,Cotton Blended,,,,,
men,Pants,2019-09-08,22,adidas Men's Essentials 3-Stripes Fleece Pants,adidas,45,https://www.dickssportinggoods.com/p/adidas-mens-essentials-3-stripes-fleece-pants-19adimssntls3strpafb/19adimssntls3strpafb,Cotton Blended,環保訴求,刷毛布,,Recycled Polyester & Blended,Polyester Blended,Recycled Polyester / PET,,,,,
men,Pants,2019-09-08,23,Under Armour Men's WG Woven Pants,under_armour,79.99,https://www.dickssportinggoods.com/p/under-armour-mens-wg-woven-pants-17uarmwgwvnpntxxxapb/17uarmwgwvnpntxxxapb,,梭織彈性,涼爽透氣,結構性透氣,,,,四面彈,撥水,單向導溼快乾,,
men,Pants,2019-09-08,24,"
Walter Hagen Men's 5 Pocket Slim Fit Golf Pants
",,80.00,https://www.dickssportinggoods.com/p/walter-hagen-mens-5-pocket-slim-fit-golf-pants-19whgmp115pcktpntapb/19whgmp115pcktpntapb,all/any Spandex,單向導溼快乾,,,Polyester Blended,Spandex 11~20%,,,,,,
men,Pants,2019-09-08,25,adidas Men's Response Astro Pants,adidas,34.98,https://www.dickssportinggoods.com/p/adidas-mens-response-astro-pants-18adimrspnsstrpntarb/18adimrspnsstrpntarb,Polyester Blended,反光功能,蒸發性涼感,,,,,,,,,
men,Pants,2019-09-08,26,"
Champion Men's Powerblend Leg Script Joggers
",,34.98,https://www.dickssportinggoods.com/p/champion-mens-powerblend-leg-script-joggers-18champblndlgscrpapb/18champblndlgscrpapb,,環保訴求,,,,,,,,,,
men,Pants,2019-09-08,27,"
adidas Men's Metallic Tiro 19 Training Pants
",,50,https://www.dickssportinggoods.com/p/adidas-mens-metallic-tiro-19-training-pants-18adimtr19pntmtllasb/18adimtr19pntmtllasb,100% Polyester,,,,,,,,,,,
men,"Compression wear,Leggings & Tights",2019-09-08,28,Reebok Men's 3/4 Compression Tights,reebok,20.99,https://www.dickssportinggoods.com/p/reebok-mens-3-4-compression-tights-16rbkm34cmprssntgapba/16rbkm34cmprssntgapba,Spandex 11~20%,結構性透氣,提升運動效能設計,舒適伸展,all/any Spandex,Polyester Blended,,單向導溼快乾,,,,
men,Pants,2019-09-08,29,adidas Men's Sport 2 Street Pants,adidas,45.00,https://www.dickssportinggoods.com/p/adidas-mens-sport-2-street-pants-19adims2stprdpnt1atb/19adims2stprdpnt1atb,Cotton Blended,,,,Polyester Blended,,,,,,,
men,"Compression wear,Pants",2019-09-08,30,Reebok Men's Cold Weather Compression Pants,reebok,13.97,https://www.dickssportinggoods.com/p/reebok-mens-cold-weather-compression-pants-18rbkmcwctghtxxxxpcc/18rbkmcwctghtxxxxpcc,all/any Spandex,提升運動效能設計,,,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-08,31,Nike Men's Slim Flex 5 Pocket Golf Pants,nike,48.97,https://www.dickssportinggoods.com/p/nike-mens-slim-flex-5-pocket-golf-pants-18nikmflxpntslm5papb/18nikmflxpntslm5papb,Polyester Blended,舒適伸展,,,Spandex <= 10%,Cotton Blended,all/any Spandex,,,,,
men,Pants,2019-09-08,32,Nike Men's Dry Regular Fleece Pants,nike,46.99,https://www.dickssportinggoods.com/p/nike-mens-dry-regular-fleece-pants-17nikmmnkdrypntrgnfb/17nikmmnkdrypntrgnfb,100% Polyester,舒適伸展,刷毛布,,,,,,,,,
men,Pants,2019-09-08,33,"
The North Face Men's Horizon 2.0 Convertible Pants
",,42.97,https://www.dickssportinggoods.com/p/the-north-face-mens-horizon-2-0-convertible-pants-17tnommhrzncnvrtbapb/17tnommhrzncnvrtbapb,Polyamide(Nylon) Blended,涼爽透氣,單向導溼快乾,抗紫外線,,,,,,,,
men,Pants,2019-09-08,34,Under Armour Men's Armour Fleece Pants,under_armour,46.99,https://www.dickssportinggoods.com/p/under-armour-mens-armour-fleece-pants-18uarmfpntxxxxxxxapb/18uarmfpntxxxxxxxapb,100% Polyester,保暖禦寒,涼爽透氣,刷毛布,,,,,,,,
men,Pants,2019-09-08,35,Nike Men's Pro Pants,nike,70,https://www.dickssportinggoods.com/p/nike-mens-pro-pants-19nikmmnkpntnpcxxnfb/19nikmmnkpntnpcxxnfb,Polyester Blended,單向導溼快乾,蒸發性涼感,,all/any Spandex,Spandex <= 10%,,,,,,
men,Pants,2019-09-08,36,adidas Men's Ultimate365 Golf Pants,adidas,59.99,https://www.dickssportinggoods.com/p/adidas-mens-ultimate365-golf-pants-16adimltmtpntblckapb/16adimltmtpntblckapb,Spandex 11~20%,涼爽透氣,單向導溼快乾,,all/any Spandex,Polyester Blended,,,,,,
men,Pants,2019-09-08,37,Nike Men's Dri-FIT Training Pants,nike,31.97,https://www.dickssportinggoods.com/p/nike-mens-dri-fit-training-pants-18nikmmnkdfcpntxxnfb/18nikmmnkdfcpntxxnfb,Polyester Blended,單向導溼快乾,,,Cotton Blended,,,,,,,
men,Pants,2019-09-08,38,"
adidas Men's Ultimate365 Classic Golf Pants
",,60.00,https://www.dickssportinggoods.com/p/adidas-mens-ultimate365-classic-golf-pants-18adiwltclsscpntfapb/18adiwltclsscpntfapb,Polyamide(Nylon) Blended,抗紫外線,防水,單向導溼快乾,all/any Spandex,Polyester Blended,Spandex 11~20%,,,,,
men,Pants,2019-09-08,39,Carhartt Men's Rugged Flex Rigby Dungaree Pants,carhartt,44.99,https://www.dickssportinggoods.com/p/carhartt-mens-rugged-flex-rigby-dungaree-pants-17cttmrggdflxrgbyapba/17cttmrggdflxrgbyapba,Cotton Blended,,,,Spandex <= 10%,all/any Spandex,,,,,,
men,Pants,2019-09-08,40,"
Reebok Men's Heather Mesh Training Pants
",,12.97,https://www.dickssportinggoods.com/p/reebok-mens-heather-mesh-training-pants-18rbkmhthrmshtrnnapb/18rbkmhthrmshtrnnapb,100% Polyester,結構性透氣,,,,,,,,,,
men,"Compression wear,Leggings & Tights",2019-09-08,41,DSG Men's Compression Tights,dsg_outerwear,25.00,https://www.dickssportinggoods.com/p/dsg-mens-compression-tights-19qyfmsldcmprssntdsg/19qyfmsldcmprssntdsg,all/any Spandex,舒適平滑縫合,提升運動效能設計,環保訴求,Polyester Blended,Spandex 11~20%,Recycled Polyester / PET,結構性透氣,,,Recycled Polyester & Blended,
men,Pants,2019-09-08,42,"
Under Armour Men's Showdown Vented Golf Pants
",,85,https://www.dickssportinggoods.com/p/under-armour-mens-showdown-vented-golf-pants-18uarmshwdwnvntpnapb/18uarmshwdwnvntpnapb,100% Polyester,結構性透氣,涼爽透氣,單向導溼快乾,,,,,,,,
men,Leggings & Tights,2019-09-08,43,Under Armour Men's HeatGear Armour 2.0 Leggings,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-heatgear-armour-2-0-leggings-16uarmhgrmr20lggnapb/16uarmhgrmr20lggnapb,,提升運動效能設計,抗菌功能,涼爽透氣,,,,結構性透氣,四面彈,單向導溼快乾,,
men,Pants,2019-09-08,44,"
Walter Hagen Men's Golf Rain Pants
",,70,https://www.dickssportinggoods.com/p/walter-hagen-mens-golf-rain-pants-19whgmrnpntxxxxxxapo/19whgmrnpntxxxxxxapo,all/any Spandex,防水,,,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-08,45,Alpine Design Men's Trailhead Tech Pants,design,44.97,https://www.dickssportinggoods.com/p/alpine-design-mens-trailhead-tech-pants-18aq3mlpndsgnmtrlapb/18aq3mlpndsgnmtrlapb,all/any Spandex,舒適伸展,人體工學舒適設計,撥水,Polyamide(Nylon) Blended,Polyester Blended,Spandex <= 10%,環保訴求,,,,
men,Pants,2019-09-08,46,Slazenger Men's Tech Flat Front Golf Pants,slazenger,40,https://www.dickssportinggoods.com/p/slazenger-mens-tech-flat-front-golf-pants-ss14slzpinotpant/ss14slzpinotpant,all/any Spandex,舒適伸展,單向導溼快乾,,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-15,1,"
adidas Men's Tiro 19 Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-training-pants-18adimtr19pntxxxxasb/18adimtr19pntxxxxasb,100% Polyester,涼爽透氣,蒸發性涼感,結構性透氣,,,,,,,,
men,Pants,2019-09-15,2,"
Nike Men's Sportswear Club Jersey Joggers
",,40,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-jersey-joggers-19nikmmnswclbjggrapb/19nikmmnswclbjggrapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-09-15,3,"
Nike Men's Sportswear Club Fleece Sweatpants
",,45,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-fleece-sweatpants-19nikmmnswclbpnthnfb/19nikmmnswclbpnthnfb,,刷毛布,,,,,,,,,,
men,Pants,2019-09-15,4,Nike Men's Flat Front Flex Golf Pants,nike,60.00,https://www.dickssportinggoods.com/p/nike-mens-flat-front-flex-golf-pants-18nikmfltfrntpntsapb/18nikmfltfrntpntsapb,all/any Spandex,涼爽透氣,單向導溼快乾,結構性透氣,Polyester Blended,Spandex <= 10%,,,,,,
men,Pants,2019-09-15,5,Walter Hagen Men's 11 Majors Core Golf Pants,walter_hagen,49.98,https://www.dickssportinggoods.com/p/walter-hagen-mens-11-majors-core-golf-pants-18whgmhgnpntxxxxxapb/18whgmhgnpntxxxxxapb,100% Polyester,涼爽透氣,單向導溼快乾,抗紫外線,,,,,,,,
men,Pants,2019-09-15,6,"
Nike Men's Sportswear Club Fleece Joggers
",,55,https://www.dickssportinggoods.com/p/nike-mens-sportswear-club-fleece-joggers-19nikmmnswclbjggrnfb/19nikmmnswclbjggrnfb,Polyester Blended,刷毛布,保暖禦寒,,,,,,,,,
men,Pants,2019-09-15,7,Slazenger Men's Core Golf Pants,slazenger,24.00,https://www.dickssportinggoods.com/p/slazenger-mens-core-golf-pants-18slamcrpntxxxxxxapb/18slamcrpntxxxxxxapb,Polyester Blended,單向導溼快乾,,,Spandex <= 10%,all/any Spandex,,,,,,
men,Pants,2019-09-15,8,Under Armour Men's Showdown Straight Golf Pants,under_armour,60.00,https://www.dickssportinggoods.com/p/under-armour-mens-showdown-straight-golf-pants-17uarmshwdwnstghtapb/17uarmshwdwnstghtapb,all/any Spandex,單向導溼快乾,,,Polyamide(Nylon) Blended,Polyester Blended,Spandex <= 10%,,,,,
men,Leggings & Tights,2019-09-15,9,"
Nike Men's Pro 3/4 Length Tights
",,25.97,https://www.dickssportinggoods.com/p/nike-mens-pro-3-4-length-tights-17nikmnp3qttghtxxapb/17nikmnp3qttghtxxapb,all/any Spandex,四面彈,提升運動效能設計,舒適伸展,Polyester Blended,Spandex <= 10%,,舒適平滑縫合,單向導溼快乾,,,
men,Pants,2019-09-15,10,Under Armour Men's Vital Warm-Up Pants,under_armour,34.99,https://www.dickssportinggoods.com/p/under-armour-mens-vital-warm-up-pants-16uarmvtlwrmppntxapb/16uarmvtlwrmppntxapb,100% Polyester,涼爽透氣,單向導溼快乾,結構性透氣,,,,,,,,
men,Pants,2019-09-15,11,Under Armour Men's Sportstyle Joggers,under_armour,59.99,https://www.dickssportinggoods.com/p/under-armour-mens-sportstyle-joggers-16uarmsprtstyljggapba/16uarmsprtstyljggapba,,保暖禦寒,單向導溼快乾,,,,,,,,,
men,Pants,2019-09-15,12,"
Nike Men's Jersey Lightweight Joggers
",,34.99,https://www.dickssportinggoods.com/p/nike-mens-jersey-lightweight-joggers-16nikmnswjggrjrsyapb/16nikmnswjggrjrsyapb,Cotton Blended,,,,,,,,,,,
men,Pants,2019-09-15,13,"
adidas Men's Tiro 19 Taped Training Pants
",,50,https://www.dickssportinggoods.com/p/adidas-mens-tiro-19-taped-training-pants-19adimtr19tppntxxasb/19adimtr19tppntxxasb,,結構性透氣,蒸發性涼感,涼爽透氣,,,,,,,,
men,Leggings & Tights,2019-09-15,14,Nike Men's Pro Tights,nike,31.99,https://www.dickssportinggoods.com/p/nike-mens-pro-tights-17nikmnptghtxxxxxapb/17nikmnptghtxxxxxapb,Polyester Blended,舒適伸展,單向導溼快乾,舒適平滑縫合,Spandex <= 10%,all/any Spandex,,四面彈,提升運動效能設計,,,
men,Pants,2019-09-15,15,"
Nike Men's Dry Woven Team Training Pants
",,See Price In Cart,https://www.dickssportinggoods.com/p/nike-mens-dry-woven-team-training-pants-18nikmmnkdrypnttmapb/18nikmmnkdrypnttmapb,100% Polyester,單向導溼快乾,,,,,,,,,,
men,Pants,2019-09-15,16,"
Columbia Men's Flex Roc Pants
",,24.97,https://www.dickssportinggoods.com/p/columbia-mens-flex-roc-pants-17cmbmmflxrcpntrgapb/17cmbmmflxrcpntrgapb,all/any Spandex,,,,Spandex <= 10%,Cotton Blended,,,,,,
men,Pants,2019-09-15,17,Nike Men's Dry Academy Pants,nike,33.75,https://www.dickssportinggoods.com/p/nike-mens-dry-academy-pants-18nikmmnkdrycdmypnsba/18nikmmnkdrycdmypnsba,Recycled Polyester / PET,環保訴求,單向導溼快乾,,Recycled Polyester & Blended,,,,,,,
men,Pants,2019-09-15,18,"
Under Armour Men's Project Rock French Terry Jogger Pants
",,60,https://www.dickssportinggoods.com/p/under-armour-mens-project-rock-french-terry-jogger-pants-19uarmprjctrcktrrapb/19uarmprjctrcktrrapb,Polyester Blended,保暖禦寒,四面彈,,Cotton Blended,,,,,,,
men,Pants,2019-09-15,19,"
Champion Men's Powerblend Leg Script Joggers
",,34.98,https://www.dickssportinggoods.com/p/champion-mens-powerblend-leg-script-joggers-18champblndlgscrpapb/18champblndlgscrpapb,,環保訴求,,,,,,,,,,
men,Pants,2019-09-15,20,adidas Men's Response Astro Pants,adidas,34.98,https://www.dickssportinggoods.com/p/adidas-mens-response-astro-pants-18adimrspnsstrpntarb/18adimrspnsstrpntarb,Polyester Blended,反光功能,蒸發性涼感,,,,,,,,,
