,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Material_4,Material_5,Feature_9,Feature_10,Feature_11
2077,men,2019-05-26,79,KUQIURW Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings Running Tights Long Pant,kuqiurw,19.95,https://www.amazon.com/KUQIURW-Compression-Baselayer-Leggings-Running/dp/B07QY8K6LV,all/any Spandex,Polyamide(Nylon) Blended,,蒸發性涼感,提升運動效能設計,涼爽透氣,單向導溼快乾,,,,,,,,,
2078,men,2019-05-26,80,Yuerlian Mens Mens Running Tights Cool Dry Pant Baselayer Tights Leggings with Zippper Pockets 3 Pack,yuerlian,27.19,https://www.amazon.com/Yuerlian-Running-Baselayer-Leggings-Zippper/dp/B07S9RJKXC,all/any Spandex,Polyester Blended,,蒸發性涼感,環保訴求,提升運動效能設計,涼爽透氣,四面彈,單向導溼快乾,,,,,,,
2079,men,2019-05-26,81,Skins DNAmic Ultimate Starlight Tights,skins,52.79,https://www.amazon.com/Skins-DNAmic-Ultimate-Starlight-Tights/dp/B07PXJ7F8C,,,,反光功能,提升運動效能設計,保暖禦寒,,,,,,,,,,
2080,men,2019-05-26,82,Skins K-Proprium Ultimate X-Fit Long Tights,skins,65.99,https://www.amazon.com/Skins-K-Proprium-Ultimate-X-Fit-Tights/dp/B07PYMCWQN,,,,提升運動效能設計,反光功能,抗紫外線,溼度管理,舒適伸展,,,,,,,,
2081,men,2019-05-26,83,Champion Men's Powerflex Tight,champion,20.46,https://www.amazon.com/Champion-P0880-Mens-Powerflex-Tight/dp/B01H62DJK2,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,結構性透氣,溼度管理,單向導溼快乾,舒適伸展,,,,,,,
2082,men,2019-05-26,84,Under Armour HeatGear Armour 3/4 Leggings Novelty,underarmour,35,https://www.amazon.com/Under-Armour-1331185-P/dp/B07CZFGVFH,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,結構性透氣,人體工學舒適設計,四面彈,單向導溼快乾,,,,,,,
2083,men,2019-05-26,85,KELME Men's Compression Baselayer Pants Leggings Cool Dry Tights,kelme,16.99,https://www.amazon.com/KELME-Compression-Baselayer-Leggings-Tights/dp/B07D4LBS33,all/any Spandex,Polyester Blended,,提升運動效能設計,,,,,,,,,,,,
2084,men,2019-05-26,86,EU Men's Compression 3/4 Tights Base Layer Running Sports Capri Pants,eu,13.43,https://www.amazon.com/EU-Compression-Tights-Running-Sports/dp/B01LZDVFX0,Polyester Blended,Spandex 11~20%,all/any Spandex,涼爽透氣,四面彈,提升運動效能設計,,,,,,,,,,
2085,men,2019-05-26,87,Yuerlian Men's Compression Pants Running Tights Cool Dry Baselayer Leggings Gym Sports Pants with Pocket 3 Pack,yuerlian,29.34,https://www.amazon.com/Yuerlian-Compression-Running-Baselayer-Leggings/dp/B07SBVD1RP,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
2086,men,2019-05-26,88,TAUWELL SEOBEAN Mens Sports Compression Tights Leggings,tauwell,23.85,https://www.amazon.com/TAUWELL-SEOBEAN-Sports-Compression-Leggings/dp/B07BWFXRFN,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,提升運動效能設計,,,,,,,,Polyester Blended,,,,
2087,men,2019-05-26,89,"AGROSTE Men's Compression Pants, Workout Leggings, Performance Running Tights, Athletic Base Layer Pants PLT10/PLT11",agroste,12.99,https://www.amazon.com/AGROSTE-Compression-Leggings-Performance-Athletic/dp/B07MDK8ZVN,all/any Spandex,Polyester Blended,Spandex <= 10%,蒸發性涼感,提升運動效能設計,涼爽透氣,反光功能,四面彈,單向導溼快乾,舒適平滑縫合,舒適伸展,,,,,
2088,men,2019-05-26,90,adidas Training Alphaskin Sport Long Tights,adidas,37.17,https://www.amazon.com/adidas-Training-Alphaskin-Sport-Tights/dp/B07BHWTKM2,all/any Spandex,Polyester Blended,,提升運動效能設計,舒適伸展,,,,,,,,,,,
2089,men,2019-05-26,91,CW-X Men's Stabilyx Running Tights,cwx,107.47,https://www.amazon.com/CW-X-Mens-Stabilyx-Running-Tights/dp/B00C409AIC,Spandex 11~20%,all/any Spandex,,蒸發性涼感,,,,,,,,,,,,
2090,men,2019-05-26,92,adidas Men's Training Alphaskin Sport Short Tights,adidas,0,https://www.amazon.com/adidas-Training-Alphaskin-Sport-Tights/dp/B07KY48XX2,Recycled Polyester / PET,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,提升運動效能設計,異味控制,抗紫外線,舒適伸展,,,all/any Spandex,Recycled Polyester & Blended,,,
2091,men,2019-05-26,93,Nike Pro Hyper Men's Compression Tights Dri-Fit,nike,59.99,https://www.amazon.com/Nike-Hyper-Compression-Tights-Dri-Fit/dp/B01LX7PKQ1,all/any Spandex,Polyester Blended,,提升運動效能設計,梭織彈性,單向導溼快乾,,,,,,,,,,
2092,men,2019-05-26,94,Nike Men's Power Running Tights,nike,86.25,https://www.amazon.com/Nike-Mens-Power-Running-Tights/dp/B075FTD35J,,,,提升運動效能設計,結構性透氣,單向導溼快乾,防水,,,,,,,,,
2093,men,2019-05-26,95,exeke EUS Men's Compression Pants Cool Dry Sports Tights Leggings Running Athletic Base Layer,exeke,13.82,https://www.amazon.com/exeke-Compression-Leggings-Running-Athletic/dp/B0772WJT77,all/any Spandex,Polyester Blended,Spandex <= 10%,蒸發性涼感,提升運動效能設計,抗紫外線,溼度管理,單向導溼快乾,舒適伸展,,,,,,,
2094,men,2019-05-26,96,CW-X Men's Stabilyx Tights,cwx,99.99,https://www.amazon.com/CW-X-225809A756L-Mens-Stabilyx-Tights/dp/B018LJFA6A,,,,反光功能,蒸發性涼感,單向導溼快乾,,,,,,,,,,
2095,men,2019-05-26,97,Men's Compression Half Tights Leggings Sheer Swimwear Shorts Trunks Pant,yufeida,17.99,https://www.amazon.com/Compression-Tights-Leggings-Swimwear-Shorts/dp/B06XBQ44JF,all/any Spandex,Polyamide(Nylon) Blended,,結構性透氣,提升運動效能設計,,,,,,,,,,,
2096,men,2019-05-26,98,Revolver Fashion Psychedelic Meggings USA Made Men's Leggings: Great Rave Gear or for Burning Man,revolverfashion,59,https://www.amazon.com/Revolver-Fashion-Psychedelic-Meggings-Leggings/dp/B07FN89FFZ,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,蒸發性涼感,單向導溼快乾,四面彈,,,,,,,,,,
2097,men,2019-05-26,99,FITTOO Men's Compression Fitness Pants Cool Dry Running Workout Tights Leggings,fittoo,5.99,https://www.amazon.com/FITTOO-Compression-Fitness-Running-Leggings/dp/B073FBDHW1,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,單向導溼快乾,提升運動效能設計,,,,,,,,,,
2098,men,2019-05-26,100,adidas Mens Alphaskin Sport 3/4 Tights,adidas,34.72,https://www.amazon.com/adidas-Mens-Alphaskin-Sport-Tights/dp/B07CVFFV7L,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,舒適平滑縫合,,,,,,,,,,,
2099,men,2019-06-02,1,DRSKIN Men’s 3/4 Compression Tight Pants Base Under Layer Running Shorts Warm Cool Dry,drskin,12.39,https://www.amazon.com/DRSKIN-Compression-Tight-Running-Shorts/dp/B07CNX2NFQ,all/any Spandex,Spandex <= 10%,Polyester Blended,抗紫外線,單向導溼快乾,提升運動效能設計,,,,,,,,,,
2100,men,2019-06-02,2,TSLA Men's Compression 3/4 Capri Pants Baselayer Cool Dry Sports Running Yoga Tights,tesla,8.98,https://www.amazon.com/TSLA-Compression-Baselayer-Sports-Running/dp/B07MKMXPTR,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,異味控制,單向導溼快乾,抗菌功能,,,,,,,,
2101,men,2019-06-02,3,"Men's Compression Pants - Workout Leggings for Gym, Basketball, Cycling, Yoga, Hiking - Rash Guard + Performance Running Tights - Athletic Base Layer Pants/Thermal Underwear for Men",compressionz,19.97,https://www.amazon.com/Mens-Compression-Pants-Basketball-Performance/dp/B00FJ1I9LW,all/any Spandex,Polyamide(Nylon) Blended,Spandex 11~20%,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,舒適伸展,,,Silk,,,,
2102,men,2019-06-02,4,Neleus Men's 2 Pack Compression Tights Sport Running Leggings Pants,neleus,17.41,https://www.amazon.com/Neleus-Compression-Tights-Running-Leggings/dp/B07DGR2B68,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,單向導溼快乾,異味控制,舒適平滑縫合,提升運動效能設計,抗菌功能,,,,,,,
2103,men,2019-06-02,5,DEVOPS Men's 2 Packs Compression Cool Dry Tights Baselayer Running Active Leggings Pants,devops,14.48,https://www.amazon.com/DEVOPS-Compression-Baselayer-Running-Leggings/dp/B07QQ99TVR,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
2104,men,2019-06-02,6,DIOMOR Fashion Outdoor 2 in 1 Shorts for Men Unique Built-in Pocket Workout Trunks Double Layer Camo Athletic Gym Pants,diomor,4.52,https://www.amazon.com/DIOMOR-Fashion-Outdoor-Workout-Athletic/dp/B07R8TJFRY,Cotton Blended,Polyester Blended,,結構性透氣,蒸發性涼感,提升運動效能設計,單向導溼快乾,,,,,,,,,
2105,men,2019-06-02,7,Lavento Men's Compression Pants Baselayer Cool Dry Pocket Running Ankle Leggings Active Tights,lavento,17.49,https://www.amazon.com/Lavento-Compression-Baselayer-Running-Leggings/dp/B07MM51F9B,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,單向導溼快乾,四面彈,,,,,,,,,
2106,men,2019-06-02,8,Under Armour Men's HeatGear Armour Leggings Graphic,underarmour,48.42,https://www.amazon.com/Under-Armour-HeatGear-Leggings-Anthracite/dp/B0728BNSC8,Polyamide(Nylon) Blended,all/any Spandex,Spandex <= 10%,人體工學舒適設計,四面彈,異味控制,提升運動效能設計,單向導溼快乾,結構性透氣,,,Polyester Blended,,,,
2107,men,2019-06-02,9,Xtextile Mens Camouflage Sports Compression Tight Leggings,xtextile,10.79,https://www.amazon.com/Xtextile-Camouflage-Sports-Compression-Leggings/dp/B07CKSMGRK,,,,一體成型,提升運動效能設計,,,,,,,,,,,
2108,men,2019-06-02,10,Siboya Men's Compression 3/4 Capri Shorts 2 Pack Baselayer Cool Dry Tights Running Pants,siboya,18.99,https://www.amazon.com/Siboya-Compression-Shorts-Baselayer-Running/dp/B07HFXWZPT,all/any Spandex,Polyester Blended,,人體工學舒適設計,單向導溼快乾,提升運動效能設計,,,,,,,,,,
2109,men,2019-06-02,11,EXIO Mens Compression Baselayer Pants Cool Dry Running Tights Leggings EX-P06,exio,12.48,https://www.amazon.com/EXIO-Compression-Baselayer-Running-Leggings/dp/B07BVLMK92,all/any Spandex,Spandex <= 10%,Polyester Blended,抗紫外線,單向導溼快乾,涼爽透氣,提升運動效能設計,舒適伸展,,,,,,,,
2110,men,2019-06-02,12,Defender Compression Pants Men Under Jerseys Legging Shorts Tights,defender,11.99,https://www.amazon.com/Defender-Compression-Jerseys-Legging-Shorts/dp/B07FY2BXC9,all/any Spandex,Polyester Blended,,提升運動效能設計,抗紫外線,單向導溼快乾,,,,,,,,,,
2111,men,2019-06-02,13,ARSUXEO Men's 3/4 Running Compression Tights Capri Pants K75,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Running-Compression-Tights-Capri/dp/B073347WK8,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
2112,men,2019-06-02,14,Under Armour Men's Baseline Knee Tights,underarmour,29.16,https://www.amazon.com/Under-Armour-Baseline-Tights-Black/dp/B077XPV9DN,Polyester Blended,Polyamide(Nylon) Blended,Spandex <= 10%,刷毛布,單向導溼快乾,,,,,,,all/any Spandex,,,,
2113,men,2019-06-02,15,Ubestyle UPF 50+ Men's Active Surfing Water Leggings Swim Tights Sun Protective,ubestyle,21.99,https://www.amazon.com/Ubestyle-Active-Surfing-Leggings-Protective/dp/B07HHYS4SG,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,抗紫外線,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,,,,,,,,
2114,men,2019-06-02,16,"MEETYOO Men's 3/4 Compression Pants Leggings Tights, Cool Dry Sport Workout HeatGear Capri Base Layer Running Cycling",meetyoo,18.48,https://www.amazon.com/MEETYOO-Compression-Leggings-Workout-HeatGear/dp/B07QBN4RFY,all/any Spandex,Spandex <= 10%,Polyester Blended,涼爽透氣,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
2115,men,2019-06-02,17,Lavento Men's Compression Pants Pocket Baselayer Cool Dry Ankle Leggings Active Tights,lavento,18.99,https://www.amazon.com/Lavento-Compression-Pocket-Baselayer-Leggings/dp/B07JB8X21P,all/any Spandex,Spandex 11~20%,Polyester Blended,異味控制,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
2116,men,2019-06-02,18,COOLOMG Mens Compression Pants Baselayer Cool Dry Sports Pants Leg Tights Men Boys Youth 20+ Colors Patterns,coolomg,16.98,https://www.amazon.com/COOLOMG-Compression-Baselayer-Sports-Patterns/dp/B07C89S21M,all/any Spandex,Spandex 11~20%,Polyester Blended,抗紫外線,蒸發性涼感,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
2117,men,2019-06-02,19,"MAVA Men’s Shorts for Basketball, Workout, Running, Gym Shorts with Loose Fit",mava,24.99,https://www.amazon.com/MAVA-Sports-Mens-Workout-Shorts/dp/B07DW8WKFP,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,人體工學舒適設計,結構性透氣,涼爽透氣,,,,,,,
2118,men,2019-06-02,20,Nike Men's Pro Hypercool 3/4 Camo Grey/Black Tights 932418-037,nike,37.47,https://www.amazon.com/Nike-Hypercool-Black-Tights-932418-037/dp/B07JYLR54P,Polyester Blended,all/any Spandex,Spandex 11~20%,結構性透氣,涼爽透氣,舒適平滑縫合,人體工學舒適設計,單向導溼快乾,,,,,,,,
2119,men,2019-06-02,21,CW-X Men's Stabilyx High Performance Compression Sports Tights,cwx,93.34,https://www.amazon.com/CW-X-Stabilyx-Performance-Compression-Sports/dp/B004QM989C,all/any Spandex,Spandex >= 21%,,四面彈,蒸發性涼感,提升運動效能設計,,,,,,,,,,
2120,men,2019-06-02,22,adidas Men's,adidas,45.45,https://www.amazon.com/adidas-Alphaskin-Sport-Length-3X-Large/dp/B07DWQ6YGD,Recycled Polyester / PET,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,提升運動效能設計,異味控制,抗紫外線,舒適伸展,,,all/any Spandex,Recycled Polyester & Blended,,,
2121,men,2019-06-02,23,Yuerlian Men's Compression Pants Cool Dry Baselayer Tights Leggings 3 Pack,yuerlian,26.84,https://www.amazon.com/Yuerlian-Compression-Baselayer-Tights-Leggings/dp/B07S7Q6Q2Q,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,環保訴求,結構性透氣,涼爽透氣,提升運動效能設計,舒適伸展,,,,,
2122,men,2019-06-02,24,adidas Men's Basketball Padded Three-Quarter Tights,adidas,42.3,https://www.amazon.com/adidas-Mens-Padded-Tigh-Size/dp/B07QFC43R9,Spandex >= 21%,all/any Spandex,Polyamide(Nylon) Blended,結構性透氣,提升運動效能設計,,,,,,,,,,,
2123,men,2019-06-02,25,NATURET Compression Pants Baselayer Running Tights Mens Sports Cool Dry Leggings,naturetreasures,12.88,https://www.amazon.com/NATURET-Compression-Baselayer-Running-Leggings/dp/B074YXSYZG,all/any Spandex,Spandex 11~20%,Polyester Blended,提升運動效能設計,,,,,,,,,,,,
2124,men,2019-06-02,26,Mizuno Elite 9 SL2 Kneepad,mizuno,26.99,https://www.amazon.com/Mizuno-Elite-9-SL2-Kneepad/dp/B018M4A1MM,all/any Spandex,Polyamide(Nylon) Blended,Rayon Blended,結構性透氣,單向導溼快乾,人體工學舒適設計,,,,,,Polyester Blended,,,,
2125,men,2019-06-02,27,Champion Men's Powerflex 3/4 Tight,champion,20.52,https://www.amazon.com/Champion-P0292-Mens-Powerflex-Tight/dp/B01AK7K6VK,all/any Spandex,Spandex 11~20%,Polyester Blended,結構性透氣,蒸發性涼感,單向導溼快乾,舒適伸展,,,,,,,,,
2126,men,2019-06-02,28,Mission Men's VaporActive Transformer 3/4 Training Tights,mission,28.99,https://www.amazon.com/Mission-VaporActive-Transformer-Training-Tights/dp/B01L3LHYZ8,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,四面彈,單向導溼快乾,舒適平滑縫合,舒適伸展,,,,,,,
2127,men,2019-06-02,29,Xtextile Mens Snow Camouflage Sports Compression Tight Cool Dry Sports Pants Base Layer Running Leggings Yoga Rash Guard,xtextile,11.79,https://www.amazon.com/Xtextile-Camouflage-Compression-Running-Leggings/dp/B07C7H8HHK,all/any Spandex,Spandex <= 10%,Polyester Blended,一體成型,提升運動效能設計,,,,,,,,,,,
2128,men,2019-06-02,30,Nike Men's Pro 3/4 Length Camo Compression Tights,nike,59.08,https://www.amazon.com/Nike-Mens-Length-Compression-Tights/dp/B07KQ4K9JT,,,,單向導溼快乾,提升運動效能設計,舒適平滑縫合,,,,,,,,,,
2129,men,2019-06-02,31,JustOneStyle New Men Skin Tights Compression Base Under Layer Sports Running Long Pants,justonestyle,13.42,https://www.amazon.com/JustOneStyle-Tights-Compression-Sports-Running/dp/B01IRAHUIO,,,,提升運動效能設計,,,,,,,,,,,,
2130,men,2019-06-02,32,Willarde Men's Compression Capri Leggings Workout Running 3/4 Pants,willarde,13.49,https://www.amazon.com/Willarde-Compression-Leggings-Workout-Running/dp/B01A9V7624,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,反光功能,抗紫外線,單向導溼快乾,,,,,,,,
2131,men,2019-06-02,33,ARSUXEO Men's Compression Tights Running Pants Baselayer Legging K3,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Compression-Running-Baselayer-Legging/dp/B07B9SV3RS,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
2132,men,2019-06-02,34,Sanabul New Item Mens 3/4 (Three Quarter Length) Compression Base Layer Workout Jiu Jitsu Spats Tights,sanabul,16.48,https://www.amazon.com/Sanabul-Quarter-Length-Compression-Workout/dp/B078V1J5LY,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,抗紫外線,四面彈,反光功能,提升運動效能設計,,,,,,,,,
2133,men,2019-06-02,35,Skins Men's A400 Compression Long Tights,skins,247.16,https://www.amazon.com/Skins-Mens-A400-Compression-Tights/dp/B00OB5NQ42,all/any Spandex,Polyamide(Nylon) Blended,Spandex >= 21%,抗紫外線,反光功能,提升運動效能設計,溼度管理,,,,,,,,,
2134,men,2019-06-02,36,JAMPER Compression Sports Tights Pants Baselayer Running Leggings Cool Dry Yoga Rashguard Men,jamper,11.55,https://www.amazon.com/JAMPER-Compression-Baselayer-Leggings-Rashguard/dp/B07BMQR78P,all/any Spandex,Spandex <= 10%,Polyester Blended,抗紫外線,涼爽透氣,提升運動效能設計,,,,,,,,,,
2135,men,2019-06-02,37,SEVENWELL Men's Compression Pants Cool Dry Gym Workout Sport Tights Running Baselayer Leggings,sevenwell,19.99,https://www.amazon.com/SEVENWELL-Compression-Workout-Baselayer-Leggings/dp/B07BFZ13RD,,,,蒸發性涼感,提升運動效能設計,一體成型,涼爽透氣,單向導溼快乾,,,,,,,,
2136,men,2019-06-02,38,Under Armour Heatgear Armour 3/4 Leggings Novelty,underarmour,27.93,https://www.amazon.com/Under-Armour-Heatgear-Leggings-3X-Large/dp/B07CZC6MJX,Spandex >= 21%,all/any Spandex,Polyester Blended,提升運動效能設計,異味控制,結構性透氣,人體工學舒適設計,四面彈,單向導溼快乾,,,,,,,
2137,men,2019-06-02,39,adidas Men's Alphaskin Sport Long Tights,adidas,47.13,https://www.amazon.com/adidas-Alphaskin-Sport-Tights-3X-Large/dp/B07DWWC9YW,Recycled Polyester / PET,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,提升運動效能設計,涼爽透氣,抗紫外線,舒適伸展,,,all/any Spandex,Recycled Polyester & Blended,,,
2138,men,2019-06-02,40,Malavita Men's Compression Shorts Sport Active Base Layer Shorts 3 Pack/1 Pack,malavita,15.99,https://www.amazon.com/Malavita-Compression-Shorts-Sport-Active/dp/B07M7D6L8S,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,,,,,,,,,,,,
2139,men,2019-06-02,41,exeke EUS Men's Compression Pants Cool Dry Sports Tights Leggings Running Athletic Base Layer,exeke,13.82,https://www.amazon.com/exeke-Compression-Leggings-Running-Athletic/dp/B0772WJT77,all/any Spandex,Polyester Blended,Spandex <= 10%,蒸發性涼感,提升運動效能設計,抗紫外線,溼度管理,單向導溼快乾,舒適伸展,,,,,,,
2140,men,2019-06-02,42,Yuerlian Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings Colorful Print 3 Pack,yuerlian,29.94,https://www.amazon.com/Yuerlian-Compression-Baselayer-Leggings-Colorful/dp/B07SBML8J1,all/any Spandex,Polyester Blended,,蒸發性涼感,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
2141,men,2019-06-02,43,"Nooz Men's Quick Dry Powerflex Compression Baselayer Pants, Legging Tights for Men by",nooz,13.49,https://www.amazon.com/Nooz-Powerflex-Compression-Baselayer-Legging/dp/B01N55V3P4,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,人體工學舒適設計,提升運動效能設計,,,,,,,,
2142,men,2019-06-02,44,Nike Pro Hyperwarm Men's Training Tights Black/Cool Grey,nike,44.37,https://www.amazon.com/Nike-Hyperwarm-Training-Tights-Black/dp/B07N17P4ZD,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,結構性透氣,四面彈,保暖禦寒,單向導溼快乾,舒適平滑縫合,,,,,,,
2143,men,2019-06-02,45,adidas Men's,adidas,24.99,https://www.amazon.com/adidas-Alphaskin-Sport-Badge-Length/dp/B07DWQNN93,Recycled Polyester / PET,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,提升運動效能設計,異味控制,抗紫外線,舒適伸展,,,all/any Spandex,Recycled Polyester & Blended,,,
2144,men,2019-06-02,46,Under Armour Men's HeatGear SuperVent Compression ? Leggings,underarmour,71.88,https://www.amazon.com/Under-Armour-Heatgear-Supervent-Anthracite/dp/B01MXID4Y5,all/any Spandex,Polyester Blended,Spandex <= 10%,提升運動效能設計,涼爽透氣,異味控制,接觸涼感(非金屬類),結構性透氣,四面彈,單向導溼快乾,,,,,,
2145,men,2019-06-02,47,Under Armour Men's Storm Armour Fleece Pants,underarmour,76.25,https://www.amazon.com/Under-Armour-Storm-Fleece-Pants/dp/B017UCZ5E6,100% Polyester,,,刷毛布,保暖禦寒,結構性透氣,撥水,涼爽透氣,,,,,,,,
2146,men,2019-06-02,48,DELRES Men Recovery Compression Tights Running Leggings Workout Yoga Pants,delres,21.99,https://www.amazon.com/DELRES-Recovery-Compression-Running-Leggings/dp/B07R3VK194,,,,提升運動效能設計,保暖禦寒,,,,,,,,,,,
2147,men,2019-06-02,49,2XU Men's Compression Tights,2xu,68.97,https://www.amazon.com/2XU-Compression-Tights-Black-Silver/dp/B00591Q9LE,Spandex >= 21%,Polyamide(Nylon) Blended,all/any Spandex,單向導溼快乾,抗紫外線,提升運動效能設計,舒適平滑縫合,,,,,,,,,
2148,men,2019-06-02,50,Champion Men's Powerflex Tight,champion,20.46,https://www.amazon.com/Champion-P0880-Mens-Powerflex-Tight/dp/B01H62DJK2,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,涼爽透氣,結構性透氣,溼度管理,單向導溼快乾,舒適伸展,,,,,,,
2149,men,2019-06-02,51,Speverdr Men's 2 Pack 3/4 Compression Pants Athletic Tights Cool Dry Workout Running Leggings,speverdr,19.99,https://www.amazon.com/Speverdr-Compression-Athletic-Workout-Leggings/dp/B07QJBDJ3X,Spandex 11~20%,all/any Spandex,Polyester Blended,蒸發性涼感,提升運動效能設計,涼爽透氣,四面彈,單向導溼快乾,,,,,,,,
2150,men,2019-06-02,52,Mission Men's VaporActive Voltage Compression Tights,mission,32.12,https://www.amazon.com/Mission-VaporActive-Voltage-Compression-Tights/dp/B01L3LI4DO,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,涼爽透氣,結構性透氣,抗紫外線,四面彈,舒適平滑縫合,舒適伸展,,,,,,
2151,men,2019-06-02,53,NIKE Men's Training Utility 3/4 Tights,nike,44.97,https://www.amazon.com/NIKE-Mens-Training-Utility-Tights/dp/B07FSSN4X6,,,,一體成型,單向導溼快乾,涼爽透氣,舒適平滑縫合,提升運動效能設計,,,,,,,,
2152,men,2019-06-02,54,NIKE Pro Dri-FIT Men's 3/4 Basketball Tights,nike,73.67,https://www.amazon.com/NIKE-Dri-FIT-Mens-Basketball-Tights/dp/B07FD4N2RD,,,,單向導溼快乾,人體工學舒適設計,,,,,,,,,,,
2153,men,2019-06-02,55,Roadbox Mens Compression Pants Workout Dry Cool Sports Leggings Tights Baselayer for Running,roadbox,13.99,https://www.amazon.com/Roadbox-Compression-Workout-Leggings-Baselayer/dp/B07L316M7P,Spandex 11~20%,all/any Spandex,Polyester Blended,提升運動效能設計,蒸發性涼感,涼爽透氣,人體工學舒適設計,抗紫外線,單向導溼快乾,抗菌功能,,,,,,
2154,men,2019-06-02,56,TELALEO Men's Compression Pants Cool Dry Gym Workout Running Leggings Baselayer Sports Tights,telaleo,10.95,https://www.amazon.com/TELALEO-Compression-Workout-Leggings-Baselayer/dp/B07JVHTL4K,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,單向導溼快乾,結構性透氣,提升運動效能設計,,,,,,,,,
2155,men,2019-06-02,57,Nike Men's Pro Hypercool 3/4 Black Tights 932411-010,nike,30.44,https://www.amazon.com/Hypercool-Black-Tights-932411-010-Medium/dp/B07JYM2L52,Spandex 11~20%,all/any Spandex,Polyester Blended,涼爽透氣,結構性透氣,人體工學舒適設計,單向導溼快乾,舒適平滑縫合,,,,,,,,
2156,men,2019-06-02,58,2XU Men's 3/4 Compression Tights,2xu,29.99,https://www.amazon.com/2XU-Compression-Tights-Black-Silver/dp/B00591J4ZC,Spandex 11~20%,all/any Spandex,Polyamide(Nylon) Blended,提升運動效能設計,涼爽透氣,抗紫外線,,,,,,,,,,
2157,men,2019-06-02,59,Baleaf Men's Compression Pants 3/4 Leggings Quick Dry Running Tights,baleaf,12.74,https://www.amazon.com/Baleaf-Compression-Leggings-Running-Tights/dp/B07RY81PP8,all/any Spandex,Polyester Blended,Spandex <= 10%,蒸發性涼感,提升運動效能設計,涼爽透氣,單向導溼快乾,舒適平滑縫合,,,,,,,,
2158,men,2019-06-02,60,adidas Training Alphaskin Sport Long Tights,adidas,48.32,https://www.amazon.com/adidas-Training-Alphaskin-Collegiate-3X-Large/dp/B077ZGS9FN,Spandex 11~20%,Polyester Blended,all/any Spandex,提升運動效能設計,涼爽透氣,溼度管理,結構性透氣,單向導溼快乾,,,,,,,,
