Product,Brand,Gender,Features,Materials,Price,Listed_Date,Url
Rockland Legging,prAna,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/p/rockland-legging/W43180730.html?dwvar_W43180730_color=Nautical
Transform Legging,prAna,women,"機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",56.25,2020-02-16,https://global.prana.com/p/transform-legging/W41180465.html?dwvar_W41180465_color=Mirage%20Blue
Transform 7/8 Legging,prAna,women,"機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",56.25,2020-02-16,https://global.prana.com/transform-7-8-legging/W43190970.html?dwvar_W43190970_color=Mirage%20Blue
Pillar 7/8 Legging,prAna,women,"機能添加,抗紫外線
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",51.75,2020-02-16,https://global.prana.com/pillar-7-8-legging/W41180633.html?dwvar_W41180633_color=Rye%20Green
Pillar Legging,prAna,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",51.75,2020-02-16,https://global.prana.com/p/pillar-legging/W41180344.html?dwvar_W41180344_color=Chalkboard
Kimble Printed 7/8 Legging,prAna,women,"環保訴求
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/kimble-printed-7-8-legging/W41202023.html?dwvar_W41202023_color=White%20Stargazer
"Align Pant 25"" *Diamond Dye",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",118,2020-02-16,https://shop.lululemon.com/p/womens-leggings/Align-Pant-2-DiamondDye/_/prod9770112?color=43993
"Align Pant 28"" *Criss Cross Waist",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",118,2020-02-16,https://shop.lululemon.com/p/womens-leggings/Align-Pant-FL-Peek-Waist/_/prod9750545?color=43993
"Align Super High Rise Pant 28"" Diamond Dye *Online Only",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",118,2020-02-16,https://shop.lululemon.com/p/womens-leggings/Align-Pant-Super-Hi-Rise-28-DiamondDye/_/prod9770113?color=43993
Aolani Swim Tight,prAna,women,"機能添加,抗紫外線
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",56.25,2020-02-16,https://global.prana.com/p/aolani-swim-tight/W41201903.html?dwvar_W41201903_color=Black%20Stargazer
Transform Capri Plus,prAna,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",51.75,2020-02-16,https://global.prana.com/p/transform-capri-plus/W41190942.html?dwvar_W41190942_color=Black
Becksa 7/8 Legging Plus,prAna,women,"機能添加,抗紫外線
結構設計,舒適伸展,舒適平滑縫合
環保訴求
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/becksa-7-8-legging-plus/W43192090.html?dwvar_W43192090_color=Black%20Heather
Pillar Capri,prAna,women,"機能添加,抗紫外線
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,提升運動效能設計
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",48.75,2020-02-16,https://global.prana.com/p/pillar-capri/W41180322.html?dwvar_W41180322_color=Nautical
Electa Legging,prAna,women,"機能添加,抗紫外線
結構設計,舒適伸展,舒適平滑縫合
環保訴求
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/p/electa-legging/W41190920.html?dwvar_W41190920_color=Liqueur
Halle Straight,prAna,women,"微氣候的舒適調節,防風防雨,防水機能,撥水
結構設計,舒適伸展,梭織彈性
機能添加,抗紫外線
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/p/halle-straight/W41199923.html?dwvar_W41199923_color=Smoky%20Blue
Women's UA Qualifier Speedpocket Graphic Crop,UNDER ARMOUR,women,"微氣候的舒適調節,防風防雨,防水機能,防水
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",80,2020-02-16,https://www.underarmour.com/en-us/w-ua-qualifier-speedpocket-graphic-crop/pid1355451-001
Women's HeatGear? Armour Ankle Crop,UNDER ARMOUR,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,涼爽透氣
機能添加,異味控制
結構設計,人體工學舒適設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",50,2020-02-16,https://www.underarmour.com/en-us/ua-hg-armour-shine-perforation-ankle-cro/pid1351708-001
Women's HeatGear? Armour Fit Kit Capris,UNDER ARMOUR,women,"結構設計,舒適伸展,四面彈
機能添加,異味控制
結構設計,人體工學舒適設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",45,2020-02-16,https://www.underarmour.com/en-us/ua-hg-armour-fit-kit-capris/pid1355593-001
Women's UA RUSH? Embossed Leggings,UNDER ARMOUR,women,"機能添加,異味控制
","Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",75,2020-02-16,https://www.underarmour.com/en-us/ua-rush-embossed-leggings/pid1351728-002
Women's HeatGear? Armour Sport Ankle Crop,UNDER ARMOUR,women,"結構設計,舒適伸展,四面彈
機能添加,異味控制
結構設計,人體工學舒適設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",50,2020-02-16,https://www.underarmour.com/en-us/ua-hg-armour-sport-ankle-crop/pid1355600-001
Women's HeatGear? Armour Sport Leggings,UNDER ARMOUR,women,"結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
結構設計,人體工學舒適設計
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-02-16,https://www.underarmour.com/en-us/ua-hg-armour-sport-leggings/pid1355598-662
Men's HeatGear? Armour 2.0 Printed Leggings,UNDER ARMOUR,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
結構設計,人體工學舒適設計
結構設計,舒適伸展,四面彈
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",40,2020-02-16,https://www.underarmour.com/en-us/hg-armour-2-0-legging-prtd/pid1345298-002
Cathedral Legging,prAna,women,"機能添加,抗紫外線
環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",66.75,2020-02-16,https://global.prana.com/p/cathedral-legging/W41202026.html?dwvar_W41202026_color=Black%20Heather
"Surge Tight Nulux 22"" *Online Only",lululemon,men,"流行趨勢,超輕量
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,人體工學舒適設計
結構設計,輕量
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex <= 10%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",118,2020-02-16,https://shop.lululemon.com/p/men-pants/Surge-Tight-Nulux-22/_/prod9310042?color=0001
"Surge Tight 28""",lululemon,men,"流行趨勢,超輕量
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,人體工學舒適設計
結構設計,輕量
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",118,2020-02-16,https://shop.lululemon.com/p/men-pants/Surge-Tight/_/prod4500395?color=0001
"Align Crop 23"" *Online Only",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",88,2020-02-16,https://shop.lululemon.com/p/women-crops/Align-Crop-23/_/prod9610029?color=42628
"Time To Sweat Crop 23""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/women-crops/Time-To-Sweat-Crop/_/prod8900655?color=31382
"Fast and Free Tight 28"" *Non-Reflective",lululemon,women,"流行趨勢,超輕量
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,輕量
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",128,2020-02-16,https://shop.lululemon.com/p/women-pants/Fast-And-Free-FL-Tight-NR/_/prod9310068?color=34135
"Align Super-High Rise Pant 28""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/women-pants/Align-Pant-Super-Hi-Rise-28/_/prod9200552?color=42628
"Fast and Free Tight II 25"" *Non-Reflective Nulux",lululemon,women,"流行趨勢,超輕量
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,輕量
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",128,2020-02-16,https://shop.lululemon.com/p/women-pants/Fast-And-Free-Tight-II-NR/_/prod8960003?color=34135
"Wunder Under High-Rise Tight 25"" *Full-On Luon",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/women-pants/Wunder-Under-HR-78-Tight/_/prod8430902?color=42628
"Align Crop *21""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",88,2020-02-16,https://shop.lululemon.com/p/women-crops/Align-Crop-21/_/prod8780491?color=40333
Metal Splash Splatter Women's Leggings,PUMA,women,"結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",70,2020-02-16,https://us.puma.com/en/us/pd/metal-splash-splatter-womens-leggings/519036.html?dwvar_519036_color=01
PUMA x HELLY HANSEN Women's Leggings,PUMA,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
","Nature,Cotton,Cotton Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",45,2020-02-16,https://us.puma.com/en/us/pd/puma-x-helly-hansen-womens-leggings/597152.html?dwvar_597152_color=01
"Fast and Free High-Rise Tight 28"" *Non-Reflective Brushed Nulux",lululemon,women,"結構設計,輕量
流行趨勢,超輕量
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",128,2020-02-16,https://shop.lululemon.com/p/what-we-love/Fast-And-Free-Full-HR-Tight-NR-Brushed/_/prod9200031?color=30699
"Align Pant 28""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",98,2020-02-16,https://shop.lululemon.com/p/women-pants/Align-Pant-Full-Length-28/_/prod8780551?color=34879
"Wunder Under High-Rise Tight 28"" *Luxtreme",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-02-16,https://shop.lululemon.com/p/women-pants/Wunder-Under-HR-Tight-Lux/_/prod8490100?color=45071
W's Lightweight Pack Out Tights,patagonia,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,Spandex <= 10%
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",99,2020-02-16,https://www.patagonia.com/product/womens-lightweight-pack-out-tights/21985.html?dwvar_21985_color=PGBE
Designed 2 Move 7/8 Tights (Sizes 1X - 4X),adidas,women,"環保訴求
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",50,2020-02-16,https://www.adidas.com/us/designed-2-move-7-8-tights-sizes-1x---4x/FL9277.html
Fast and Confident Cool Tights,adidas,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
","Nature,Cotton,Cotton Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",45,2020-02-16,https://www.adidas.com/us/fast-and-confident-cool-tights/FL0182.html
Fast and Confident Printed Tights,adidas,women,,"Nature,Cotton,Cotton Blended
Spandex,Spandex <= 10%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",40,2020-02-16,https://www.adidas.com/us/fast-and-confident-printed-tights/FM4365.html
IVY PARK 7/8 Tights,adidas,women,"環保訴求
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,舒適伸展
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",55,2020-02-16,https://www.adidas.com/us/ivy-park-7-8-tights/GK4908.html
W's Endless Run Capris,patagonia,women,"環保訴求
微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
Spandex,Spandex >= 21%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",79,2020-02-16,https://www.patagonia.com/product/womens-endless-run-capris/24525.html?dwvar_24525_color=MSCG
Be Bold THERMO R+ Women's Leggings,PUMA,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",75,2020-02-16,https://us.puma.com/en/us/pd/be-bold-thermo-r%2B-womens-leggings/518927.html?dwvar_518927_color=02
Tailored for Sport Women's Fashion Unitard,PUMA,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Nature,Cotton,Cotton Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",60,2020-02-16,https://us.puma.com/en/us/pd/tailored-for-sport-womens-fashion-unitard/597062.html?dwvar_597062_color=01
Studio Porcelain Women's Leggings,PUMA,women,"結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",70,2020-02-16,https://us.puma.com/en/us/pd/studio-porcelain-womens-leggings/518922.html?dwvar_518922_color=01
Reebok One Series Running Logo Reflective Tights - Black ,Reebok,women,"環保訴求
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",65,2020-02-16,https://www.reebok.com/us/one-series-running-logo-reflective-tights/FL0066.html
Reebok Workout Ready Capri Tights - Blue ,Reebok,women,"環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",35,2020-02-16,https://www.reebok.com/us/workout-ready-capri-tights/FQ0396.html
W's Lightweight Pack Out Crops,patagonia,women,"環保訴求
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
","Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,Spandex <= 10%
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",89,2020-02-16,https://www.patagonia.com/product/womens-lightweight-pack-out-crops/21990.html?dwvar_21990_color=SPRE
W's Centered Crops,patagonia,women,"結構設計,舒適伸展,舒適平滑縫合
環保訴求
結構設計,舒適伸展
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,提升運動效能設計
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",69,2020-02-16,https://www.patagonia.com/product/womens-centered-crops/21917.html?dwvar_21917_color=TFBA
Designed 2 Move Branded High-Rise 7/8 Tights,adidas,women,"環保訴求
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",50,2020-02-16,https://www.adidas.com/us/designed-2-move-branded-high-rise-7-8-tights/FL9222.html
Bellista Tights,adidas,women,,"Nature,Cotton,Cotton Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",40,2020-02-16,https://www.adidas.com/us/bellista-tights/FL4124.html
Own The Run Graphic Tights,adidas,women,"機能添加,反光功能
環保訴求
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",65,2020-02-16,https://www.adidas.com/us/own-the-run-graphic-tights/ED9298.html
Believe This 3-Stripes 7/8 Tights,adidas,women,,"Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",60,2020-02-16,https://www.adidas.com/us/believe-this-3-stripes-7-8-tights/FP7778.html
Stacked Logo Tights(Sizes 1X - 4X),adidas,women,,"Nature,Cotton,Cotton Blended
Spandex,all/any Spandex
Spandex,Spandex <= 10%
",35,2020-02-16,https://www.adidas.com/us/stacked-logo-tightssizes-1x---4x/FP7075.html
Terrex Felsblock Tights,adidas,women,"環保訴求
","Chemical fiber,Polyester,Recycled Polyester & Blended
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-02-16,https://www.adidas.com/us/terrex-felsblock-tights/FK1368.html
Reebok Classics Vector Leggings - Yellow ,Reebok,women,"環保訴求
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",39.97,2020-02-16,https://www.reebok.com/us/classics-vector-leggings/EB4256.html
Reebok One Series Running 7/8 Tights - Black ,Reebok,women,"環保訴求
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",55,2020-02-16,https://www.reebok.com/us/one-series-running-7-8-tights/FL4752.html
Reebok Lux 3/4 Tights 2.0 - Geo Static - Blue ,Reebok,women,"結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-02-16,https://www.reebok.com/us/reebok-lux-3-4-tights-2.0---geo-static/FK7068.html
Reebok Workout Ready Tights - Blue ,Reebok,women,"環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,all/any Spandex
Chemical fiber,Polyester,Recycled Polyester & Blended
",40,2020-02-16,https://www.reebok.com/us/workout-ready-tights/FQ0380.html
Reebok Lux Tights 2.0 - Geo Static - Turquoise ,Reebok,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,舒適伸展,舒適平滑縫合
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",65,2020-02-16,https://www.reebok.com/us/reebok-lux-tights-2.0---geo-static/FK7067.html
